"dispatch.earliest_time","dispatch.latest_time","dispatch.sample_ratio","display.general.type","display.page.search.mode",search,"__mv_dispatch.earliest_time","__mv_dispatch.latest_time","__mv_dispatch.sample_ratio","__mv_display.general.type","__mv_display.page.search.mode","__mv_search"
0,"",1,events,fast,"index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml",,,,,,
