name,uri,guid,status,version,license,product,build,"rtsearch_enabled","generation_id",site,"master_uri",groups,"searchable_indexes",type,"valid_conn","cluster_id"
"ip-10-0-3-7","?","567E8353-EE88-4727-B620-DAEF32CFEF2B",0,"","","","",1,0,default,"?","","",index,,
