user,"status_buckets","max_time","max_count","reduce_freq","sample_ratio","sample_seed","sample_exact","preview_enabled","num_previews","num_previews_finished","result_preview_count",search,pid,"is_events_preview_enabled",provenance,priority,state,done,keywords,"remote_timeline","optimized_search","phase_0_search","phase_1_search",now,"events_streamed",streaming,servers,"search_providers","remote_search","normalized_search","search_can_be_event_type","report_search","events_search","can_summarize","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted",start,error,"bad_request","run_time","scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs",cursor,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer","searched_buckets","eliminated_buckets","is_prjob","disk_usage"
admin,300,"8640000.000",500000,10,1,0,0,1,0,0,0,"search index=bcgames source=*dreamcrusher.xml*",22144,0,"UI:Search",5,DONE,1,"index::bcgames source::*dreamcrusher.xml*",1,"| search (index=bcgames source=*dreamcrusher.xml*)","litsearch (index=bcgames source=*dreamcrusher.xml*) | fields  keepcolorder=t ""_bkt"" ""_cd"" ""_si"" ""host"" ""index"" ""linecount"" ""source"" ""sourcetype"" ""splunk_server""  | remotetl  nb=300 et=2147483647.000000 lt=0.000000 remove=true max_count=1000 max_prefetch=100","timeliner  remote=1 partial_commits=1 max_events_per_bucket=1000 fieldstats_update_maxperiod=60 bucket=300",1707251134,1,1,"*","GOEL-Indexer1,GOEL-Indexer2,GOEL-Indexer3,GOEL-SearchHead","litsearch (index=bcgames source=*dreamcrusher.xml*) | fields  keepcolorder=t ""_bkt"" ""_cd"" ""_si"" ""host"" ""index"" ""linecount"" ""source"" ""sourcetype"" ""splunk_server""  | remotetl  nb=300 et=2147483647.000000 lt=0.000000 remove=true max_count=1000 max_prefetch=100","litsearch (index=bcgames source=*dreamcrusher.xml*) | fields keepcolorder=t ""_bkt"" ""_cd"" ""_si"" ""host"" ""index"" ""linecount"" ""source"" ""sourcetype"" ""splunk_server""",1,"","search (index=bcgames source=*dreamcrusher.xml*)",0,1,0,0,1,,desc,1707251134,"",0,"0.153",0,0,0,0,0,0,0,"GOEL-Indexer1
GOEL-Indexer2
GOEL-Indexer3",0,"0.000","",0,0,0,143360
