rf,"auto_cancel","status_buckets","custom.display.page.search.mode","custom.dispatch.sample_ratio","custom.display.general.type","custom.workload_pool","custom.search","custom.dispatch.earliest_time","custom.dispatch.latest_time",search,"earliest_time","latest_time","ui_dispatch_app",preview,"adhoc_search_level","workload_pool",indexedRealtime,"sample_ratio","check_risky_command",provenance,"__mv_rf","__mv_auto_cancel","__mv_status_buckets","__mv_custom.display.page.search.mode","__mv_custom.dispatch.sample_ratio","__mv_custom.display.general.type","__mv_custom.workload_pool","__mv_custom.search","__mv_custom.dispatch.earliest_time","__mv_custom.dispatch.latest_time","__mv_search","__mv_earliest_time","__mv_latest_time","__mv_ui_dispatch_app","__mv_preview","__mv_adhoc_search_level","__mv_workload_pool","__mv_indexedRealtime","__mv_sample_ratio","__mv_check_risky_command","__mv_provenance"
"*",62,300,fast,1,statistics,"","index=bcgames source=*dreamcrusher.xml*",0,"","search index=bcgames source=*dreamcrusher.xml*",0,"",search,1,fast,"","",1,false,"UI:Search",,,,,,,,,,,,,,,,,,,,,
