user,"status_buckets","max_time","max_count","reduce_freq","sample_ratio","sample_seed","sample_exact","preview_enabled","num_previews","num_previews_finished","result_preview_count",search,pid,"is_events_preview_enabled",provenance,priority,state,done,keywords,"remote_timeline","optimized_search","phase_0_search","phase_1_search",earliest,latest,"api_et","api_lt","search_et","search_lt",now,"events_streamed",streaming,servers,"search_providers","remote_search","normalized_search","search_can_be_event_type","report_search","events_search","reduce_search",label,"is_saved_search","savedsearch_label","can_summarize","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted",start,error,"bad_request","run_time","scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs",cursor,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer","searched_buckets","eliminated_buckets","is_prjob","disk_usage"
admin,300,"8640000.000",500000,10,1,0,0,1,0,0,53,"search index=infra source=*cisco_ironport_mail.log*  earliest=-24h| transaction MID DCID ICID|search REJECT",30476,0,"UI:Dashboard:infra",5,DONE,1,"earliest::-24h index::infra reject source::*cisco_ironport_mail.log*",0,"| search (earliest=-24h index=infra source=*cisco_ironport_mail.log*) | transaction MID DCID ICID| search REJECT","litsearch (index=infra source=*cisco_ironport_mail.log* _time>=1707164452.000) | fields  keepcolorder=t ""DCID"" ""ICID"" ""MID"" ""_bkt"" ""_cd"" ""_raw"" ""_si"" ""_time"" ""_txn_ends_with"" ""_txn_filter_match"" ""_txn_starts_with"" ""host"" ""index"" ""linecount"" ""source"" ""sourcetype"" ""splunk_server"" | pretransaction  MID DCID ICID","simpleresultcombiner  max=0  | transaction  MID DCID ICID | search REJECT | timeliner  remote=0 partial_commits=1 max_events_per_bucket=1000 fieldstats_update_maxperiod=60 bucket=300","1707164452.000000000","1707250852.197449000","1707163200.000000000","1707250852.000000000","1707164452.000000000","1707250852.197449000",1707250852,1,1,"*","GOEL-Indexer1,GOEL-Indexer2,GOEL-Indexer3,GOEL-SearchHead","litsearch (index=infra source=*cisco_ironport_mail.log* _time>=1707164452.000) | fields  keepcolorder=t ""DCID"" ""ICID"" ""MID"" ""_bkt"" ""_cd"" ""_raw"" ""_si"" ""_time"" ""_txn_ends_with"" ""_txn_filter_match"" ""_txn_starts_with"" ""host"" ""index"" ""linecount"" ""source"" ""sourcetype"" ""splunk_server"" | pretransaction  MID DCID ICID","litsearch (index=infra source=*cisco_ironport_mail.log* earliest=-24h) | fields keepcolorder=t ""DCID"" ""ICID"" ""MID"" ""_bkt"" ""_cd"" ""_raw"" ""_si"" ""_time"" ""_txn_ends_with"" ""_txn_filter_match"" ""_txn_starts_with"" ""host"" ""index"" ""linecount"" ""source"" ""sourcetype"" ""splunk_server"" | pretransaction MID DCID ICID",0,"","search (earliest=-24h index=infra source=*cisco_ironport_mail.log*) | transaction MID DCID ICID | search REJECT","| transaction  MID DCID ICID",search3,0,"",0,1,0,0,1,,desc,1707250852,"",0,"0.338",5491,0,53,53,53,0,11,"GOEL-Indexer1
GOEL-Indexer2
GOEL-Indexer3",0,"0.000","",19,5,0,315392
