"auto_cancel","status_buckets","earliest_time","latest_time",label,preview,search,provenance,"check_risky_command","webframework.cache.hash","__mv_auto_cancel","__mv_status_buckets","__mv_earliest_time","__mv_latest_time","__mv_label","__mv_preview","__mv_search","__mv_provenance","__mv_check_risky_command","__mv_webframework.cache.hash"
90,300,"-24h@h",now,search3,true,"search index=infra source=*cisco_ironport_mail.log*  earliest=-24h| transaction MID DCID ICID|search REJECT","UI:Dashboard:infra",true,"java5:1f5f7fa5",,,,,,,,,,
