sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","api_lt","search_et","search_lt","api_index_et","api_index_lt","savedsearch_name","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt","__mv_api_index_et","__mv_api_index_lt","__mv_savedsearch_name"
"1707250862.9","search index=infra host=www* source=""/opt/log/www*/access.log"" earliest=-24h status=1000","GOEL-SearchHead","1707250862.598687",0,"UI:Search",7,1707250862,7,7,completed,"0.139","1707163200.000000000","1707250862.000000000","1707164462.000000000","1707250862.675427000",,,,,,,,,,,,,,,,,,,,,,
"1707250883.10","search index=infra host=www* source=""/opt/log/www*/access.log"" earliest=-24h status=1000","GOEL-SearchHead","1707250883.404579",0,"UI:Search",7,1707250883,7,7,completed,"0.15","1707247260.000000000","1707250883.000000000","1707164483.000000000","1707250883.485239000",,,,,,,,,,,,,,,,,,,,,,
"1707250897.11","search index=infra host=www* source=""/opt/log/www*/access.log""","GOEL-SearchHead","1707250897.355719",0,"UI:Search",116,1707250897,116,116,completed,"0.354","1707247260.000000000","1707250897.000000000","1707247260.000000000","1707250897.000000000",,,,,,,,,,,,,,,,,,,,,,
"1707250913.12","search index=infra host=www* source=""/opt/log/www*/access.log"" status>499","GOEL-SearchHead","1707250913.043597",0,"UI:Search",4,1707250913,4,116,completed,"0.185","1707247260.000000000","1707250913.000000000","1707247260.000000000","1707250913.000000000",,,,,,,,,,,,,,,,,,,,,,
"1707250942.13","search index=infra host=www* source=""/opt/log/www*/access.log"" status>399","GOEL-SearchHead","1707250942.789205",0,"UI:Search",10,1707250942,10,107,completed,"0.292","1707247320.000000000","1707250942.000000000","1707247320.000000000","1707250942.000000000",,,,,,,,,,,,,,,,,,,,,,
"1707250990.14","search index=infra host=www* source=""/opt/log/www*/access.log"" status>399|stats count by status host","GOEL-SearchHead","1707250990.995605",0,"UI:Search",9,1707250991,7,112,completed,"0.315","1707247380.000000000","1707250990.000000000","1707247380.000000000","1707250990.000000000",,,,,,,,,,,,,,,,,,,,,,
"1707250999.15","search index=infra host=www* source=""/opt/log/www*/access.log"" status>399 earliest=-24h|stats count by status host","GOEL-SearchHead","1707250999.204364",0,"UI:Search",246,1707250999,21,2044,completed,"0.307","1707247380.000000000","1707250999.000000000","1707164599.000000000","1707250999.256997000",,,,,,,,,,,,,,,,,,,,,,
"1707251016.17","search index=infra host=www* source=""/opt/log/www*/access.log"" status>399 earliest=-24h|stats count AS failures by status host","GOEL-SearchHead","1707251016.111050",0,"UI:Search",246,1707251016,21,2045,completed,"0.367","1707247380.000000000","1707251016.000000000","1707164616.000000000","1707251016.280205000",,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search4_1707251045.18","search index=infra host=www* source=""/opt/log/www*/access.log"" status>399 earliest=-24h|stats count AS failures by status host","GOEL-SearchHead","1707251045.863818",0,"UI:Dashboard:infra",246,1707251045,21,2045,completed,"0.179","1707163200.000000000","1707251045.000000000","1707164645.000000000","1707251046.015787000",0,0,search4,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1707251075.19","search index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml|stats sum(Infiltrators) AS sum_Infiltrators by AttackVessel","GOEL-SearchHead","1707251075.895697",0,"UI:Dashboard:game_activity_dashboard",0,1707251075,0,0,canceled,"0.146",,,,,0,0,search1,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1707251084.20","search index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml|stats sum(Infiltrators) AS sum_Infiltrators by AttackVessel","GOEL-SearchHead","1707251084.337008",0,"UI:Dashboard:game_activity_dashboard",0,1707251084,0,0,completed,"0.133",,,,,0,0,search1,,,,,,,,,,,,,,,,,,,
"1707251102.21","search index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml","GOEL-SearchHead","1707251102.679233",0,"UI:Search",0,1707251102,0,0,completed,"0.155",,,,,,,,,,,,,,,,,,,,,,,,,,
"1707251105.22","search index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml","GOEL-SearchHead","1707251105.244624",0,"UI:Search",0,1707251105,0,0,completed,"0.117",,,,,,,,,,,,,,,,,,,,,,,,,,
"1707251113.23","search index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml|stats sum(Infiltrators) AS sum_Infiltrators by AttackVessel","GOEL-SearchHead","1707251113.976276",0,"UI:Search",0,1707251113,0,0,completed,"0.14100000000000001",,,,,,,,,,,,,,,,,,,,,,,,,,
"1707251119.24","search index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml|stats sum(Infiltrators) AS sum_Infiltrators by AttackVessel","GOEL-SearchHead","1707251119.310621",0,"UI:Search",0,1707251119,0,0,completed,"0.229",,,,,,,,,,,,,,,,,,,,,,,,,,
"1707251134.25","search index=bcgames source=*dreamcrusher.xml*","GOEL-SearchHead","1707251134.911815",0,"UI:Search",0,1707251134,0,0,completed,"0.153",,,,,,,,,,,,,,,,,,,,,,,,,,
"1707251142.26","search index=bcgames source=*dreamcrusher.xml*","GOEL-SearchHead","1707251142.688061",0,"UI:Search",0,1707251142,0,0,completed,"0.257","1706644800.000000000","1707251142.000000000","1706644800.000000000","1707251142.000000000",,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1707251292.27","search index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml|stats sum(Infiltrators) AS sum_Infiltrators by AttackVessel","GOEL-SearchHead","1707251292.633155",0,"UI:Dashboard:game_activity_dashboard",0,1707251292,0,0,completed,"0.759",,,,,0,0,search1,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1707251387.28","search index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml|stats sum(Infiltrators) AS sum_Infiltrators by AttackVessel","GOEL-SearchHead","1707251387.605357",0,"UI:Dashboard:game_activity_dashboard",919,1707251387,3,919,completed,"0.41500000000000004",,,,,0,0,search1,,,,,,,,,,,,,,,,,,,
"1707251512.29","search index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml|stats sum(Infiltrators) AS sum_Infiltrators by AttackVessel","GOEL-SearchHead","1707251512.170306",0,"UI:Search",919,1707251512,3,919,completed,"0.455",,,,,,,,,,,,,,,,,,,,,,,,,,
