name,uri,guid,status,version,license,product,build,"rtsearch_enabled","generation_id",site,"master_uri",groups,"searchable_indexes",type,"valid_conn","cluster_id"
"GOEL-Indexer3","?","A4B2739E-EC56-4B6D-9A88-3AA302EAA608",0,"","","","",1,0,default,"?","","",index,,
