user,"status_buckets","max_time","max_count","reduce_freq","required_fields","sample_ratio","sample_seed","sample_exact","preview_enabled","num_previews","num_previews_finished","result_preview_count",search,pid,"is_events_preview_enabled",provenance,priority,state,done,keywords,"remote_timeline","optimized_search","phase_0_search","phase_1_search",now,"events_streamed",streaming,servers,"search_providers","remote_search","normalized_search","search_can_be_event_type","report_search","events_search","reduce_search","can_summarize","is_good_sumcand","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted","fieldmeta_static",start,error,"bad_request","run_time","scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs",cursor,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer","searched_buckets","eliminated_buckets","is_prjob","disk_usage","fieldmeta_results",earliest
admin,300,"8640000.000",500000,10,"*",1,0,0,1,0,0,3,"search index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml|stats sum(Infiltrators) AS sum_Infiltrators by AttackVessel",25944,0,"UI:Search",5,DONE,1,"index::bcgames source::*dreamcrusher.xml* sourcetype::dreamcrusher_xml",1,"| search (index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml) | stats sum(Infiltrators) AS sum_Infiltrators by AttackVessel","litsearch (index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""*"" ""AttackVessel"" ""Infiltrators"" ""_bkt"" ""_cd"" ""_si"" ""host"" ""index"" ""linecount"" ""prestats_reserved_*"" ""psrsvd_*"" ""source"" ""sourcetype"" ""splunk_server""  | remotetl  nb=300 et=2147483647.000000 lt=0.000000 max_count=1000 max_prefetch=100 | prestats  sum(Infiltrators) by AttackVessel","timeliner  remote=1 partial_commits=1 max_events_per_bucket=1000 fieldstats_update_maxperiod=60 bucket=300 extra_field=* | stats  sum(Infiltrators) AS sum_Infiltrators by AttackVessel",1707251512,1,0,"*","GOEL-Indexer1,GOEL-Indexer2,GOEL-Indexer3,GOEL-SearchHead","litsearch (index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""*"" ""AttackVessel"" ""Infiltrators"" ""_bkt"" ""_cd"" ""_si"" ""host"" ""index"" ""linecount"" ""prestats_reserved_*"" ""psrsvd_*"" ""source"" ""sourcetype"" ""splunk_server""  | remotetl  nb=300 et=2147483647.000000 lt=0.000000 max_count=1000 max_prefetch=100 | prestats  sum(Infiltrators) by AttackVessel","litsearch (index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml) | addinfo type=count label=prereport_events | fields keepcolorder=t ""AttackVessel"" ""Infiltrators"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats sum(Infiltrators) by AttackVessel",0,"stats  sum(Infiltrators) AS sum_Infiltrators by AttackVessel","search (index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml)","sistats sum(Infiltrators) AS sum_Infiltrators by AttackVessel",1,1,1,0,0,1,"AttackVessel
sum_Infiltrators",desc,"AttackVessel;unknown\;groupby_rank\;0\;;",1707251512,"",0,"0.455",919,0,3,919,919,0,12,"GOEL-Indexer1
GOEL-Indexer2
GOEL-Indexer3",0,"0.000","",1,0,0,266240,"AttackVessel;unknown\;groupby_rank\;0\;;","1707031520.000000"
