user,"status_buckets","max_time","max_count","reduce_freq","sample_ratio","sample_seed","sample_exact","preview_enabled","num_previews","num_previews_finished","result_preview_count",search,pid,"is_events_preview_enabled",provenance,priority,state,done,keywords,"remote_timeline","optimized_search","phase_0_search","phase_1_search",earliest,latest,"api_et","api_lt","search_et","search_lt",now,"events_streamed",streaming,servers,"search_providers","remote_search","normalized_search","search_can_be_event_type","report_search","events_search","reduce_search",label,"is_saved_search","savedsearch_label","can_summarize","is_good_sumcand","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted","fieldmeta_static",start,error,"bad_request","run_time","scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs",cursor,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer","searched_buckets","eliminated_buckets","is_prjob","disk_usage","fieldmeta_results","dp_ratio"
admin,0,"8640000.000",500000,10,1,0,0,1,0,0,8,"search source=*/var/log/secure* index=soc failed earliest=-60m |stats count by user,src_ip",20868,0,"UI:Dashboard:soc_dashboard",5,DONE,1,"earliest::-60m failed index::soc source::*/var/log/secure*",0,"| search (earliest=-60m index=soc source=*/var/log/secure* failed) | stats count by user,src_ip","litsearch (index=soc source=*/var/log/secure* failed _time>=1707247469.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" ""src_ip"" ""user"" | prestats  count by src_ip user","stats  count by user,src_ip","1707247469.000000000","1707251069.523104000","1706644800.000000000","1707251069.000000000","1707247469.000000000","1707251069.523104000",1707251069,1,0,"*","GOEL-Indexer1,GOEL-Indexer2,GOEL-Indexer3,GOEL-SearchHead","litsearch (index=soc source=*/var/log/secure* failed _time>=1707247469.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" ""src_ip"" ""user"" | prestats  count by src_ip user","litsearch (source=*/var/log/secure* index=soc failed earliest=-60m) | addinfo type=count label=prereport_events | fields keepcolorder=t ""prestats_reserved_*"" ""psrsvd_*"" ""src_ip"" ""user"" | prestats count by src_ip user",0,"stats  count by user,src_ip","search (earliest=-60m index=soc source=*/var/log/secure* failed)","sistats count by user src_ip","SOC Failed Logins report",1,"{""owner"":""admin"",""app"":""search"",""sharing"":""user""}",1,1,1,0,1,1,"user
src_ip
count",none,"src_ip;unknown\;groupby_rank\;1\;;user;unknown\;groupby_rank\;0\;;",1707251069,"",0,"0.312",61,0,8,19,0,0,0,,0,"0.000","",6,0,0,110592,"src_ip;unknown\;groupby_rank\;1\;;user;unknown\;groupby_rank\;0\;;","6/6"
