user,"status_buckets","max_time","max_count","reduce_freq","sample_ratio","sample_seed","sample_exact","preview_enabled","num_previews","num_previews_finished","result_preview_count",search,pid,"is_events_preview_enabled",provenance,priority,state,done,keywords,"remote_timeline","optimized_search","phase_0_search","phase_1_search",earliest,latest,"api_et","api_lt","search_et","search_lt",now,"events_streamed",streaming,servers,"search_providers","remote_search","normalized_search","search_can_be_event_type","report_search","events_search",label,"is_saved_search","savedsearch_label","can_summarize","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted",start,error,"bad_request","run_time","scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs",cursor,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer","searched_buckets","eliminated_buckets","is_prjob","disk_usage"
admin,300,"8640000.000",500000,10,1,0,0,1,0,0,6,"search index=infra source=*cisco_ironport_web.log* url=""*.exe*"" OR url=""*.bat*""",30475,0,"UI:Dashboard:infra",5,DONE,1,"index::infra source::*cisco_ironport_web.log* url::*.bat* url::*.exe*",1,"| search (index=infra source=*cisco_ironport_web.log* (url=""*.bat*"" OR url=""*.exe*""))","litsearch (index=infra source=*cisco_ironport_web.log* (url=""*.bat*"" OR url=""*.exe*"")) | fields  keepcolorder=t ""_bkt"" ""_cd"" ""_si"" ""host"" ""index"" ""linecount"" ""source"" ""sourcetype"" ""splunk_server""  | remotetl  nb=300 et=1707163200.000000 lt=1707250851.000000 remove=true max_count=1000 max_prefetch=100","timeliner  remote=1 partial_commits=1 max_events_per_bucket=1000 fieldstats_update_maxperiod=60 bucket=300","1707163200.000000000","1707250851.000000000","1707163200.000000000","1707250851.000000000","1707163200.000000000","1707250851.000000000",1707250851,1,1,"*","GOEL-Indexer1,GOEL-Indexer2,GOEL-Indexer3,GOEL-SearchHead","litsearch (index=infra source=*cisco_ironport_web.log* (url=""*.bat*"" OR url=""*.exe*"")) | fields  keepcolorder=t ""_bkt"" ""_cd"" ""_si"" ""host"" ""index"" ""linecount"" ""source"" ""sourcetype"" ""splunk_server""  | remotetl  nb=300 et=1707163200.000000 lt=1707250851.000000 remove=true max_count=1000 max_prefetch=100","litsearch (index=infra source=*cisco_ironport_web.log* (url=""*.exe*"" OR url=""*.bat*"")) | fields keepcolorder=t ""_bkt"" ""_cd"" ""_si"" ""host"" ""index"" ""linecount"" ""source"" ""sourcetype"" ""splunk_server""",1,"","search (index=infra source=*cisco_ironport_web.log* (url=""*.bat*"" OR url=""*.exe*""))",search1,0,"",0,1,0,0,1,,desc,1707250851,"",0,"0.289",44,0,6,6,6,0,7,"GOEL-Indexer1
GOEL-Indexer2
GOEL-Indexer3",0,"0.000","",19,3,0,155648
