127.0.0.1 - - [06/Feb/2024:03:05:02.858 +0000] "HEAD /robots.txt HTTP/1.1" 200 0 "-" "SplunkCli/6.0 (build b985591d12fd)" - - 0ms
127.0.0.1 - - [06/Feb/2024:03:08:52.968 +0000] "HEAD /robots.txt HTTP/1.1" 200 0 "-" "SplunkCli/6.0 (build b985591d12fd)" - - 0ms
65.49.20.117 - - [06/Feb/2024:03:09:47.652 +0000] "GET / HTTP/1.1" 303 341 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36" - - 0ms
24.28.101.75 - admin [06/Feb/2024:03:13:13.286 +0000] "GET /en-US/splunkd/__raw/servicesNS/admin/-/apps/local?output_mode=json&sort_key=name&sort_dir=asc&search=disabled%3D0&count=-1&_=1707189192045 HTTP/1.1" 200 2706 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 3ms
24.28.101.75 - - [06/Feb/2024:03:13:13.313 +0000] "GET /en-US/splunkd/__raw/services/data/user-prefs/general?output_mode=json&_=1707189192042 HTTP/1.1" 200 1433 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - - 4ms
24.28.101.75 - - [06/Feb/2024:03:13:13.312 +0000] "GET /en-US/splunkd/__raw/servicesNS/admin/launcher/data/ui/ui-tour?output_mode=json&count=-1&_=1707189192041 HTTP/1.1" 200 2499 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - - 5ms
24.28.101.75 - admin [06/Feb/2024:03:13:13.531 +0000] "GET /en-US/splunkd/__raw/servicesNS/admin/user-prefs/data/user-prefs/general?output_mode=json&_=1707189192046 HTTP/1.1" 200 648 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 0ms
24.28.101.75 - admin [06/Feb/2024:03:13:13.594 +0000] "GET /en-US/splunkd/__raw/services/configs/conf-web/settings?output_mode=json&_=1707189192048 HTTP/1.1" 200 2380 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 4ms
24.28.101.75 - admin [06/Feb/2024:03:13:13.639 +0000] "GET /en-US/splunkd/__raw/servicesNS/nobody/splunk_instrumentation/admin/telemetry/general?output_mode=json&_=1707189192049 HTTP/1.1" 200 846 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 1ms
24.28.101.75 - admin [06/Feb/2024:03:13:13.660 +0000] "GET /en-US/splunkd/__raw/servicesNS/admin/search/data/ui/prefs/home?output_mode=json&_=1707189192051 HTTP/1.1" 404 70 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 1ms
24.28.101.75 - admin [06/Feb/2024:03:13:13.669 +0000] "GET /en-US/splunkd/__raw/services/messages?output_mode=json&sort_key=timeCreated_epochSecs&sort_dir=desc&count=1000&_=1707189192052 HTTP/1.1" 200 268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 0ms
24.28.101.75 - admin [06/Feb/2024:03:13:13.808 +0000] "POST /en-US/splunkd/__raw/servicesNS/admin/user-prefs/data/user-prefs/general HTTP/1.1" 200 708 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 4ms
24.28.101.75 - admin [06/Feb/2024:03:13:13.876 +0000] "GET /en-US/splunkd/__raw/services/server/health/deployment/details?output_mode=json&_=1707189192053 HTTP/1.1" 200 398 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 1ms
24.28.101.75 - admin [06/Feb/2024:03:13:13.895 +0000] "GET /en-US/splunkd/__raw/services/data/ui/prefs/_new?output_mode=json&_=1707189192054 HTTP/1.1" 200 1175 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 7ms
24.28.101.75 - admin [06/Feb/2024:03:13:13.915 +0000] "GET /en-US/splunkd/__raw/services/messages?output_mode=json&sort_key=timeCreated_epochSecs&sort_dir=desc&count=1000&_=1707189192055 HTTP/1.1" 200 268 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 0ms
24.28.101.75 - admin [06/Feb/2024:03:13:13.638 +0000] "GET /en-US/splunkd/__raw/servicesNS/nobody/splunk_instrumentation/instrumentation_controller/instrumentation_eligibility?optInVersion=4&_=1707189192050 HTTP/1.1" 200 289 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 284ms
24.28.101.75 - admin [06/Feb/2024:03:13:14.117 +0000] "GET /en-US/splunkd/__raw/services/server/health/splunkd?output_mode=json&_=1707189192056 HTTP/1.1" 200 415 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 0ms
24.28.101.75 - admin [06/Feb/2024:03:13:14.312 +0000] "GET /en-US/splunkd/__raw/servicesNS/admin/search/static/appIcon_2x.png HTTP/1.1" 200 3556 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 0ms
24.28.101.75 - admin [06/Feb/2024:03:13:14.324 +0000] "GET /en-US/splunkd/__raw/servicesNS/admin/python_upgrade_readiness_app/static/appIcon_2x.png HTTP/1.1" 200 1199 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 0ms
24.28.101.75 - admin [06/Feb/2024:03:13:14.331 +0000] "GET /en-US/splunkd/__raw/servicesNS/admin/splunk_essentials_9_0/static/appIcon_2x.png HTTP/1.1" 200 736 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 0ms
24.28.101.75 - admin [06/Feb/2024:03:13:14.331 +0000] "GET /en-US/splunkd/__raw/servicesNS/admin/splunk_secure_gateway/static/appIcon_2x.png HTTP/1.1" 200 14288 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 0ms
24.28.101.75 - - [06/Feb/2024:03:13:14.590 +0000] "GET /en-US/splunkd/__raw/servicesNS/admin/splunk_essentials_9_0/static/appIcon_2x.png HTTP/1.1" 200 39585 "http://47.128.218.191:8000/en-US/static/@FE221EF05511C9F758D8BF59853842394C33703343B3C9A5A7964E4BBA593F25/build/css/bootstrap-enterprise.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - - 3ms
24.28.101.75 - admin [06/Feb/2024:03:13:14.830 +0000] "GET /en-US/splunkd/__raw/servicesNS/admin/user-prefs/data/user-prefs/general?output_mode=json&_=1707189192057 HTTP/1.1" 200 642 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 0ms
24.28.101.75 - admin [06/Feb/2024:03:13:15.082 +0000] "POST /en-US/splunkd/__raw/servicesNS/admin/user-prefs/data/user-prefs/general HTTP/1.1" 200 732 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 3ms
24.28.101.75 - admin [06/Feb/2024:03:13:16.049 +0000] "POST /en-US/splunkd/__raw/servicesNS/nobody/splunk_instrumentation/admin/telemetry/general HTTP/1.1" 200 1136 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 3ms
24.28.101.75 - admin [06/Feb/2024:03:13:16.057 +0000] "GET /en-US/splunkd/__raw/servicesNS/admin/user-prefs/data/user-prefs/general?output_mode=json&_=1707189192058 HTTP/1.1" 200 659 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 0ms
24.28.101.75 - admin [06/Feb/2024:03:13:16.314 +0000] "POST /en-US/splunkd/__raw/servicesNS/admin/user-prefs/data/user-prefs/general HTTP/1.1" 200 744 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 3ms
24.28.101.75 - admin [06/Feb/2024:03:13:24.352 +0000] "GET /en-US/splunkd/__raw/services/server/health/splunkd?output_mode=json&_=1707189192059 HTTP/1.1" 200 417 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 1ms
24.28.101.75 - admin [06/Feb/2024:03:13:34.575 +0000] "GET /en-US/splunkd/__raw/services/server/health/splunkd?output_mode=json&_=1707189192060 HTTP/1.1" 200 417 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 1ms
24.28.101.75 - admin [06/Feb/2024:03:13:41.239 +0000] "GET /en-US/app/splunk_monitoring_console/monitoringconsole_overview HTTP/1.1" 200 2808 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - 8dcdd6e9b447c5ca185c13d982b79c88 325ms
24.28.101.75 - - [06/Feb/2024:03:13:41.849 +0000] "GET /en-US/static/@FE221EF05511C9F758D8BF59853842394C33703343B3C9A5A7964E4BBA593F25:0/app/splunk_monitoring_console/build/css/bootstrap-enterprise.css HTTP/1.1" 200 24710 "http://47.128.218.191:8000/en-US/app/splunk_monitoring_console/monitoringconsole_overview" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - - 8ms
24.28.101.75 - - [06/Feb/2024:03:13:42.089 +0000] "GET /en-US/static/@FE221EF05511C9F758D8BF59853842394C33703343B3C9A5A7964E4BBA593F25:0/app/splunk_monitoring_console/build/pages/enterprise/monitoringconsole_overview.js HTTP/1.1" 200 54807 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36" - - 36ms
