user,"status_buckets","max_time","max_count","reduce_freq","sample_ratio","sample_seed","sample_exact","preview_enabled","num_previews","num_previews_finished","result_preview_count",search,pid,"is_events_preview_enabled",provenance,priority,state,done,keywords,"remote_timeline","optimized_search","phase_0_search","phase_1_search",now,"events_streamed",streaming,servers,"search_providers","remote_search","normalized_search","search_can_be_event_type","report_search","events_search","can_summarize","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted",start,error,"bad_request","run_time","scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs",cursor,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer","searched_buckets","eliminated_buckets","is_prjob","disk_usage"
"splunk-system-user",300,"8640000.000",10000,10,1,0,0,0,0,0,0,"| rest services/data/indexes datatype=all f=title f=frozenTimePeriodInSecs f=maxGlobalRawDataSizeMB f=maxGlobalDataSizeMB f=remotePath f=disabled| search remotePath!="""" AND disabled!=1| dedup title| fields title frozenTimePeriodInSecs maxGlobalRawDataSizeMB maxGlobalDataSizeMB",29335,0,"",5,DONE,1,"",0," | rest services/data/indexes datatype=""all"" f=""title"" f=""frozenTimePeriodInSecs"" f=""maxGlobalRawDataSizeMB"" f=""maxGlobalDataSizeMB"" f=""remotePath"" f=""disabled""| search (disabled!=1 remotePath!="""") | dedup title | fields + title, frozenTimePeriodInSecs, maxGlobalRawDataSizeMB, maxGlobalDataSizeMB","prerest  timeout=60 ""services/data/indexes?count=0&datatype=all&f=title&f=frozenTimePeriodInSecs&f=maxGlobalRawDataSizeMB&f=maxGlobalDataSizeMB&f=remotePath&f=disabled""","rest  services/data/indexes datatype=""all"" f=""title"" f=""frozenTimePeriodInSecs"" f=""maxGlobalRawDataSizeMB"" f=""maxGlobalDataSizeMB"" f=""remotePath"" f=""disabled"" | search (disabled!=1 remotePath!="""")  | dedup  title  | fields  + title, frozenTimePeriodInSecs, maxGlobalRawDataSizeMB, maxGlobalDataSizeMB | noop ",1707252231,1,0,"phase_1_searchGOEL-Indexer3 GOEL-Indexer1 GOEL-Indexer2","GOEL-Indexer1,GOEL-Indexer3","prerest  timeout=60 ""services/data/indexes?count=0&datatype=all&f=title&f=frozenTimePeriodInSecs&f=maxGlobalRawDataSizeMB&f=maxGlobalDataSizeMB&f=remotePath&f=disabled""","prerest timeout=60 ""services/data/indexes?count=0&datatype=all&f=title&f=frozenTimePeriodInSecs&f=maxGlobalRawDataSizeMB&f=maxGlobalDataSizeMB&f=remotePath&f=disabled""",0,"rest  services/data/indexes datatype=""all"" f=""title"" f=""frozenTimePeriodInSecs"" f=""maxGlobalRawDataSizeMB"" f=""maxGlobalDataSizeMB"" f=""remotePath"" f=""disabled"" | search (disabled!=1 remotePath!="""") | dedup  title | fields  + title, frozenTimePeriodInSecs, maxGlobalRawDataSizeMB, maxGlobalDataSizeMB","",0,1,0,0,0,"title
frozenTimePeriodInSecs
maxGlobalRawDataSizeMB
maxGlobalDataSizeMB
_*",none,1707252231,"",0,"0.14200000000000002",0,0,0,0,0,0,0,"GOEL-Indexer1
GOEL-Indexer3",0,"0.000","",0,0,0,122880
