sid,search,"splunk_server","_time","is_realtime","event_count","exec_time","result_count","scan_count",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time"
"1707202802.14","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707202802.405393",0,0,1707202802,1,0,completed,"0.097",,,,,,,,,,,
"1707202802.16","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707202802.413267",0,0,1707202802,1,0,completed,"0.117",,,,,,,,,,,
"1707202802.18","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707202802.609694",0,0,1707202802,1,0,completed,"0.046",,,,,,,,,,,
"1707202802.20","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707202802.648491",0,0,1707202802,1,0,completed,"0.038",,,,,,,,,,,
"1707206771.62","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707206771.493485",0,0,1707206771,1,0,completed,"0.058",,,,,,,,,,,
"1707206771.64","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707206771.614369",0,0,1707206771,1,0,completed,"0.023",,,,,,,,,,,
"1707206842.66","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707206842.428458",0,0,1707206842,1,0,completed,"0.058",,,,,,,,,,,
"1707206842.68","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707206842.548579",0,0,1707206842,1,0,completed,"0.022",,,,,,,,,,,
"1707208705.116","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707208705.231916",0,0,1707208705,1,0,completed,"0.058",,,,,,,,,,,
"1707208705.118","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707208705.394527",0,0,1707208705,1,0,completed,"0.023",,,,,,,,,,,
"1707209345.123","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707209345.784683",0,0,1707209345,1,0,completed,"0.058",,,,,,,,,,,
"1707209345.125","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707209345.906073",0,0,1707209345,1,0,completed,"0.024",,,,,,,,,,,
"1707209671.132","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707209671.020537",0,0,1707209671,1,0,completed,"0.057",,,,,,,,,,,
"1707209671.134","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707209671.152860",0,0,1707209671,1,0,completed,"0.022",,,,,,,,,,,
"1707221532.64","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707221532.170609",0,0,1707221532,1,0,completed,"0.098",,,,,,,,,,,
"1707221532.66","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707221532.427323",0,0,1707221532,1,0,completed,"0.022",,,,,,,,,,,
"1707221779.69","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707221779.111155",0,0,1707221779,1,0,completed,"0.057",,,,,,,,,,,
"1707221779.71","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707221779.233464",0,0,1707221779,1,0,completed,"0.023",,,,,,,,,,,
"1707222903.96","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707222903.341121",0,0,1707222903,1,0,completed,"0.057",,,,,,,,,,,
"1707222903.98","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707222903.465541",0,0,1707222903,1,0,completed,"0.022",,,,,,,,,,,
"1707223419.116","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707223419.427912",0,0,1707223419,1,0,completed,"0.06",,,,,,,,,,,
"1707223419.118","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707223419.566345",0,0,1707223419,1,0,completed,"0.022",,,,,,,,,,,
"1707235204.30","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707235204.496778",0,0,1707235204,1,0,completed,"0.057",,,,,,,,,,,
"1707235204.32","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707235204.619072",0,0,1707235204,1,0,completed,"0.022",,,,,,,,,,,
"1707235516.38","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707235516.674538",0,0,1707235516,1,0,completed,"0.058",,,,,,,,,,,
"1707235516.40","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707235516.796924",0,0,1707235516,1,0,completed,"0.022",,,,,,,,,,,
"1707235809.42","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707235809.645302",0,0,1707235809,1,0,completed,"0.057",,,,,,,,,,,
"1707235809.44","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707235809.766732",0,0,1707235809,1,0,completed,"0.022",,,,,,,,,,,
"1707236649.55","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707236649.719450",0,0,1707236649,1,0,completed,"0.057",,,,,,,,,,,
"1707236649.57","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707236649.840788",0,0,1707236649,1,0,completed,"0.022",,,,,,,,,,,
"1707237118.70","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707237118.097483",0,0,1707237118,1,0,completed,"0.056",,,,,,,,,,,
"1707237118.72","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707237118.219843",0,0,1707237118,1,0,completed,"0.028",,,,,,,,,,,
"1707238633.85","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707238633.624780",0,0,1707238633,1,0,completed,"0.056",,,,,,,,,,,
"1707238633.87","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707238633.745333",0,0,1707238633,1,0,completed,"0.022",,,,,,,,,,,
"1707246002.232","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707246002.060894",0,0,1707246002,1,0,completed,"0.167",,,,,,,,,,,
"1707246002.236","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707246002.363644",0,0,1707246002,1,0,completed,"0.037",,,,,,,,,,,
"1707246002.238","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707246002.484066",0,0,1707246002,1,0,completed,"0.051000000000000004",,,,,,,,,,,
"1707246002.242","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707246002.587764",0,0,1707246002,1,0,completed,"0.057",,,,,,,,,,,
"1707250128.71","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707250128.047480",0,0,1707250128,1,0,completed,"0.057",,,,,,,,,,,
"1707250128.73","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707250128.182007",0,0,1707250128,1,0,completed,"0.022",,,,,,,,,,,
"1707250198.77","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707250198.123535",0,0,1707250198,1,0,completed,"0.057",,,,,,,,,,,
"1707250198.79","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707250198.250992",0,0,1707250198,1,0,completed,"0.022",,,,,,,,,,,
"1707251838.128","| rest splunk_server=local services/server/info","GOEL-Indexer3","1707251838.627680",0,0,1707251838,1,0,completed,"0.057",,,,,,,,,,,
"1707251838.130","| rest services/server/info | sort splunk_server","GOEL-Indexer3","1707251838.749625",0,0,1707251838,1,0,completed,"0.022",,,,,,,,,,,
