user,"status_buckets","max_time","max_count","reduce_freq","sample_ratio","sample_seed","sample_exact","preview_enabled","num_previews","num_previews_finished","result_preview_count",search,pid,"is_events_preview_enabled",provenance,priority,state,done,keywords,"remote_timeline","optimized_search","phase_0_search","phase_1_search",earliest,latest,"api_et","api_lt","search_et","search_lt",now,"events_streamed",streaming,servers,"search_providers","remote_search","normalized_search","search_can_be_event_type","report_search","events_search","reduce_search",label,"is_saved_search","savedsearch_label","can_summarize","is_good_sumcand","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted","fieldmeta_static",start,error,"bad_request","run_time","scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs",cursor,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer","searched_buckets","eliminated_buckets","is_prjob","disk_usage","fieldmeta_results","dp_ratio"
admin,0,"8640000.000",500000,10,1,0,0,1,0,0,21,"search index=infra host=www* source=""/opt/log/www*/access.log"" status>399 earliest=-24h|stats count AS failures by status host",20624,0,"UI:Dashboard:infra",5,DONE,1,"earliest::-24h host::www* index::infra source::/opt/log/www*/access.log",0,"| search (earliest=-24h host=www* index=infra source=""/opt/log/www*/access.log"" status>399) | stats count AS failures by status host","litsearch (host=www* index=infra source=""/opt/log/www*/access.log"" status>399 _time>=1707164645.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""host"" ""prestats_reserved_*"" ""psrsvd_*"" ""status"" | prestats  count by host status","stats  count AS failures by status host","1707164645.000000000","1707251046.015787000","1707163200.000000000","1707251045.000000000","1707164645.000000000","1707251046.015787000",1707251045,1,0,"*","GOEL-Indexer1,GOEL-Indexer2,GOEL-Indexer3,GOEL-SearchHead","litsearch (host=www* index=infra source=""/opt/log/www*/access.log"" status>399 _time>=1707164645.000) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""host"" ""prestats_reserved_*"" ""psrsvd_*"" ""status"" | prestats  count by host status","litsearch (index=infra host=www* source=""/opt/log/www*/access.log"" status>399 earliest=-24h) | addinfo type=count label=prereport_events | fields keepcolorder=t ""host"" ""prestats_reserved_*"" ""psrsvd_*"" ""status"" | prestats count by host status",0,"stats  count AS failures by status host","search (earliest=-24h host=www* index=infra source=""/opt/log/www*/access.log"" status>399)","sistats count AS failures by status host",search4,0,"",1,1,1,0,1,1,"status
host
failures",none,"host;unknown\;groupby_rank\;1\;;status;unknown\;groupby_rank\;0\;;",1707251045,"",0,"0.179",2045,0,21,246,0,0,0,"GOEL-Indexer1
GOEL-Indexer2
GOEL-Indexer3",0,"0.000","",19,12,0,143360,"host;unknown\;groupby_rank\;1\;;status;unknown\;groupby_rank\;0\;;","19/19"
