user,"status_buckets","max_time","max_count","reduce_freq","sample_ratio","sample_seed","sample_exact","preview_enabled","num_previews","num_previews_finished","result_preview_count",search,pid,"is_events_preview_enabled",provenance,priority,state,done,keywords,"remote_timeline","optimized_search","phase_0_search","phase_1_search",now,"events_streamed",streaming,servers,"search_providers","remote_search","normalized_search","search_can_be_event_type","report_search","events_search","reduce_search","can_summarize","is_good_sumcand","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted","fieldmeta_static",start,error,"bad_request","run_time","scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs",cursor,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer","searched_buckets","eliminated_buckets","is_prjob","disk_usage","fieldmeta_results"
admin,0,"8640000.000",500000,10,1,0,0,1,0,0,0,"search index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml|stats sum(Infiltrators) AS sum_Infiltrators by AttackVessel",21251,0,"UI:Search",5,DONE,1,"index::bcgames source::*dreamcrusher.xml* sourcetype::dreamcrusher_xml",0,"| search (index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml) | stats sum(Infiltrators) AS sum_Infiltrators by AttackVessel","litsearch (index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""AttackVessel"" ""Infiltrators"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  sum(Infiltrators) by AttackVessel","stats  sum(Infiltrators) AS sum_Infiltrators by AttackVessel",1707251119,1,0,"*","GOEL-Indexer1,GOEL-Indexer2,GOEL-Indexer3,GOEL-SearchHead","litsearch (index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml) | addinfo  type=count label=prereport_events track_fieldmeta_events=true | fields  keepcolorder=t ""AttackVessel"" ""Infiltrators"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats  sum(Infiltrators) by AttackVessel","litsearch (index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml) | addinfo type=count label=prereport_events | fields keepcolorder=t ""AttackVessel"" ""Infiltrators"" ""prestats_reserved_*"" ""psrsvd_*"" | prestats sum(Infiltrators) by AttackVessel",0,"stats  sum(Infiltrators) AS sum_Infiltrators by AttackVessel","search (index=bcgames source=*dreamcrusher.xml* sourcetype=dreamcrusher_xml)","sistats sum(Infiltrators) AS sum_Infiltrators by AttackVessel",1,1,1,0,1,1,"AttackVessel
sum_Infiltrators",none,"AttackVessel;unknown\;groupby_rank\;0\;;",1707251119,"",0,"0.229",0,0,0,0,0,0,0,"GOEL-Indexer1
GOEL-Indexer2
GOEL-Indexer3",0,"0.000","",0,0,0,135168,"AttackVessel;unknown\;groupby_rank\;0\;;"
